issue | commit | idx | final | time to find first crash in ms | first_crash
550 | 6273df6 | 1 | N |  | 
550 | 6273df6 | 2 | N |  | 
550 | 6273df6 | 3 | N |  | 
550 | 6273df6 | 4 | N |  | 
550 | 6273df6 | 5 | N |  | 
